antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.04173745173745174,0.03864864864864865,0.02494208494208494,0.5975948196114708,15.46224358435274,0.02332898883439424,2.389013358185771,0.9760647895718563
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.03864864864864865,0.04173745173745174,0.02494208494208494,0.6453546453546453,15.46224358435274,0.02332898883439424,2.702030452988199,0.9729287124938313
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04173745173745174,0.03084942084942085,0.018416988416988418,0.4412580943570768,14.303610317707497,0.017129412203157376,1.734522808049298,0.970597862275495
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.03084942084942085,0.04173745173745174,0.018416988416988418,0.5969962453066333,14.303610317707495,0.017129412203157376,2.377800546775702,0.9596935717228601
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.029343629343629343,0.04054054054054054,0.020308880308880308,0.6921052631578947,17.0719298245614,0.019119273713868307,3.1161931161931156,0.9698842376229238
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.04054054054054054,0.029343629343629343,0.020308880308880308,0.5009523809523809,17.0719298245614,0.019119273713868307,1.94501753662059,0.9812028061907566
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.04054054054054054,0.034517374517374515,0.019691119691119693,0.4857142857142857,14.071588366890381,0.01829176667014505,1.8773273273273277,0.9681855840927922
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.034517374517374515,0.04054054054054054,0.019691119691119693,0.5704697986577182,14.071588366890381,0.01829176667014505,2.2337415540540544,0.962145555654878
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.033204633204633204,0.03505791505791506,0.020772200772200773,0.6255813953488373,17.844227025919476,0.019608115561783518,2.5771745125782397,0.9763797997553357
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.03505791505791506,0.033204633204633204,0.020772200772200773,0.5925110132158591,17.844227025919476,0.019608115561783518,2.3725680893248464,0.9782550490506405
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.027374517374517373,0.08243243243243244,0.018725868725868726,0.6840620592383639,8.29845776780966,0.016469320672023374,2.904265202702703,0.9042490629323923
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'DOTCOM POSTAGE'}),0.08243243243243244,0.027374517374517373,0.018725868725868726,0.2271662763466042,8.29845776780966,0.016469320672023374,1.2585184275184276,0.9585078116696779
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.029536679536679537,0.03567567567567568,0.021196911196911198,0.7176470588235294,20.11586452762923,0.020143170197224253,3.4153153153153153,0.9792106232899718
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.03567567567567568,0.029536679536679537,0.021196911196911198,0.5941558441558441,20.11586452762923,0.020143170197224253,2.3912216216216216,0.9854443872675145
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.030926640926640925,0.04081081081081081,0.024864864864864864,0.8039950062421972,19.70053988805384,0.023602723572993842,4.893697710449302,0.9795336554201881
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04081081081081081,0.030926640926640925,0.024864864864864864,0.609271523178808,19.70053988805384,0.023602723572993842,2.480170800340292,0.9896274692022423
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04081081081081081,0.08374517374517375,0.02,0.4900662251655629,5.851874242410364,0.016582291557967234,1.7968114125256984,0.864391078676793
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.08374517374517375,0.04081081081081081,0.02,0.2388197325956662,5.851874242410363,0.016582291557967234,1.260134071078953,0.9048951821485639
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.043243243243243246,0.04081081081081081,0.03027027027027027,0.7,17.1523178807947,0.0285054784514244,3.197297297297297,0.9842615012106538
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.04081081081081081,0.043243243243243246,0.03027027027027027,0.7417218543046358,17.1523178807947,0.0285054784514244,3.7043659043659045,0.9817654872599929
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.03637065637065637,0.0467953667953668,0.019073359073359074,0.5244161358811041,11.206582441683661,0.017371380867905965,2.004282956425814,0.9451421708308014
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.0467953667953668,0.03637065637065637,0.019073359073359074,0.4075907590759076,11.20658244168366,0.017371380867905965,1.6266278056807304,0.9554787062376515
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'JAM MAKING SET PRINTED'}),0.047104247104247106,0.045328185328185326,0.01833976833976834,0.389344262295082,8.58945178317089,0.01620461829728239,1.5633551864424349,0.9272558218885949
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'JAM MAKING SET WITH JARS'}),0.045328185328185326,0.047104247104247106,0.01833976833976834,0.4045996592844975,8.589451783170889,0.01620461829728239,1.600428632188289,0.9255307645478655
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03656370656370656,0.08243243243243244,0.022895752895752897,0.6261879619852165,7.596378555230495,0.019881717624960868,2.4546228431821655,0.9013136940280779
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.08243243243243244,0.03656370656370656,0.022895752895752897,0.27775175644028105,7.596378555230496,0.019881717624960868,1.3339406527149718,0.9463698972052443
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG APPLES'}),0.08243243243243244,0.03857142857142857,0.02142857142857143,0.25995316159250587,6.73952641165756,0.018249034749034748,1.2991455696202532,0.9281296023564064
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03857142857142857,0.08243243243243244,0.02142857142857143,0.5555555555555556,6.739526411657559,0.018249034749034748,2.064527027027027,0.8857877193687
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08243243243243244,0.04752895752895753,0.03216216216216216,0.39016393442622943,8.20897311262335,0.028244234582072418,1.5618476771702576,0.95707620308801
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04752895752895753,0.08243243243243244,0.03216216216216216,0.6766856214459789,8.20897311262335,0.028244234582072418,2.838004210240391,0.9220039712346083
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.04583011583011583,0.04752895752895753,0.018223938223938224,0.3976411120471778,8.366291471991799,0.016045680595101443,1.5812351432351435,0.9227630657576092
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04752895752895753,0.04583011583011583,0.018223938223938224,0.3834281072298944,8.366291471991799,0.016045680595101443,1.547540352322961,0.9244089198616804
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.04637065637065637,0.04752895752895753,0.02,0.4313072439633639,9.074620323843318,0.01779605104276919,1.6748429311972504,0.9330696020238107
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.04752895752895753,0.04637065637065637,0.02,0.42079610073111295,9.074620323843318,0.01779605104276919,1.6464484179631445,0.9342043090674977
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03386100386100386,0.08243243243243244,0.020154440154440154,0.5952109464082098,7.220591808886479,0.01736319524157362,2.2667795964979063,0.891701090935037
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.08243243243243244,0.03386100386100386,0.020154440154440154,0.24449648711943792,7.220591808886479,0.01736319524157362,1.278801461101523,0.9389032778652403
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.032355212355212354,0.08243243243243244,0.021042471042471044,0.6503579952267304,7.889588794553779,0.018375352186163,2.6243058758417126,0.9024496313363044
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.08243243243243244,0.032355212355212354,0.021042471042471044,0.25526932084309134,7.889588794553778,0.018375352186163,1.2993217746047936,0.9517017740606127
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.033667953667953665,0.08243243243243244,0.020772200772200773,0.6169724770642203,7.48458414799218,0.017996869456328918,2.395565625505746,0.8965779887863883
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.08243243243243244,0.033667953667953665,0.020772200772200773,0.25199063231850116,7.484584147992179,0.017996869456328918,1.2918715835434684,0.9442269683713751
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04583011583011583,0.08243243243243244,0.02637065637065637,0.5754001684919966,6.980264339083237,0.022592768444119796,2.161017267267267,0.8978893213860862
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.08243243243243244,0.04583011583011583,0.02637065637065637,0.31990632318501167,6.980264339083237,0.022592768444119796,1.4029977291340927,0.9337066610315317
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04637065637065637,0.08243243243243244,0.0283011583011583,0.6103247293921732,7.403939340167346,0.024478712303036627,2.3546979671979673,0.9069947046477792
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.08243243243243244,0.04637065637065637,0.0283011583011583,0.3433255269320843,7.403939340167347,0.024478712303036627,1.452210163087481,0.9426409514031348
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.08243243243243244,0.062046332046332045,0.022702702702702703,0.2754098360655738,4.438777071623124,0.01758807262861317,1.2944609444609445,0.8443113622474028
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.062046332046332045,0.08243243243243244,0.022702702702702703,0.3658991910392035,4.438777071623124,0.01758807262861317,1.447037371031483,0.8259605451697825
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04637065637065637,0.04583011583011583,0.02027027027027027,0.43713572023313907,9.538176203907584,0.01814509771768459,1.6952041877041877,0.9386856225141176
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.04583011583011583,0.04637065637065637,0.02027027027027027,0.4422914911541702,9.538176203907584,0.01814509771768459,1.7099063910695331,0.9381538538613762
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04528957528957529,0.05,0.020308880308880308,0.44842284739982946,8.96845694799659,0.018044401544401543,1.7223338485316846,0.9306466922981467
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05,0.04528957528957529,0.020308880308880308,0.4061776061776061,8.968456947996588,0.018044401544401543,1.6077373211963586,0.9352611566940163
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04285714285714286,0.05,0.02111969111969112,0.4927927927927928,9.855855855855856,0.018976833976833977,1.8730017761989344,0.9387704985129197
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05,0.04285714285714286,0.02111969111969112,0.4223938223938224,9.855855855855856,0.018976833976833977,1.6570855614973263,0.9458289233137689
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.062046332046332045,0.05,0.025019305019305018,0.403235843186061,8.06471686372122,0.021916988416988414,1.5919186652763295,0.9339513414675669
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05,0.062046332046332045,0.025019305019305018,0.5003861003861003,8.064716863721218,0.021916988416988414,1.877357032457496,0.9221085120207927
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04517374517374517,0.05,0.019806949806949806,0.43846153846153846,8.769230769230768,0.01754826254826255,1.691780821917808,0.9278807613453366
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05,0.04517374517374517,0.019806949806949806,0.3961389961389961,8.769230769230768,0.01754826254826255,1.5812020460358054,0.9325946445060019
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04258687258687259,0.05,0.02,0.4696282864913871,9.39256572982774,0.017870656370656372,1.791196581196581,0.9332782191394121
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05,0.04258687258687259,0.02,0.39999999999999997,9.39256572982774,0.017870656370656372,1.5956885456885455,0.9405608616134933
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0405019305019305,0.062046332046332045,0.01891891891891892,0.4671115347950429,7.528431083504426,0.016405922690478678,1.760131301759209,0.9037748244845403
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.062046332046332045,0.0405019305019305,0.01891891891891892,0.3049159925326696,7.528431083504426,0.016405922690478678,1.380405906610025,0.9245341523593343
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.04528957528957529,0.04285714285714286,0.019575289575289576,0.4322250639386189,10.085251491901108,0.01763430777716492,1.685778635778636,0.9435796291957884
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.04285714285714286,0.04528957528957529,0.019575289575289576,0.45675675675675675,10.085251491901108,0.01763430777716492,1.7574271499644634,0.9411816656363156
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04528957528957529,0.062046332046332045,0.02166023166023166,0.47826086956521735,7.708124780173696,0.018850179633577317,1.7977445302445298,0.9115504950422247
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.062046332046332045,0.04528957528957529,0.02166023166023166,0.3490976975731176,7.708124780173696,0.018850179633577317,1.4667491897797824,0.9278355530773923
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.04528957528957529,0.04517374517374517,0.018803088803088803,0.4151747655583972,9.190620878600418,0.016757189069930383,1.6326693832524737,0.9334698770948366
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.04517374517374517,0.04528957528957529,0.018803088803088803,0.41623931623931626,9.190620878600418,0.016757189069930383,1.6354483117294245,0.9333566377243844
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.04528957528957529,0.04258687258687259,0.01833976833976834,0.40494458653026427,9.508671614808563,0.016411026967397626,1.6089478487902558,0.9372819398356369
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.04258687258687259,0.04528957528957529,0.01833976833976834,0.43064369900271987,9.508671614808563,0.016411026967397626,1.6768242013624177,0.934636065907803
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.062046332046332045,0.04285714285714286,0.023667953667953667,0.3814561294337274,8.900643020120306,0.021008825151682294,1.547413049726933,0.946367178993217
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04285714285714286,0.062046332046332045,0.023667953667953667,0.5522522522522522,8.900643020120306,0.021008825151682294,2.094826099453866,0.9273940249811302
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04517374517374517,0.062046332046332045,0.021737451737451736,0.4811965811965812,7.7554396098266665,0.018934586544625154,1.8079172841940554,0.9122688445513499
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.062046332046332045,0.04517374517374517,0.021737451737451736,0.3503422526446795,7.7554396098266665,0.018934586544625154,1.4697373481856242,0.9286793943010284
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04258687258687259,0.062046332046332045,0.021776061776061777,0.5113327289211241,8.241143546395218,0.019133702538721844,1.9194116804320884,0.91774135054658
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.062046332046332045,0.04258687258687259,0.021776061776061777,0.3509645301804605,8.241143546395218,0.019133702538721844,1.4751322106930929,0.9367814707736197
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.062046332046332045,0.04003861003861004,0.02054054054054054,0.3310516490354698,8.268310231454839,0.018056291647411335,1.4350306545748406,0.9372065315389901
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04003861003861004,0.062046332046332045,0.02054054054054054,0.5130183220829314,8.268310231454837,0.018056291647411335,1.9260553537979277,0.9157204790522742
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.04517374517374517,0.04003861003861004,0.01864864864864865,0.41282051282051285,10.31056054199738,0.016839954681653523,1.634868742729005,0.945734428724636
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.04003861003861004,0.04517374517374517,0.01864864864864865,0.4657666345226615,10.31056054199738,0.016839954681653523,1.7872830798823576,0.9406753980758656
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.032123552123552127,0.04517374517374517,0.02142857142857143,0.6670673076923076,14.766703648915186,0.019977430270866563,2.867925790669472,0.963222197784189
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.04517374517374517,0.032123552123552127,0.02142857142857143,0.4743589743589744,14.766703648915188,0.019977430270866563,1.8413259252283647,0.9763871433099091
frozenset({'PARTY BUNTING'}),frozenset({'SPOTTY BUNTING'}),0.06586872586872587,0.04451737451737452,0.018803088803088803,0.2854630715123095,6.412396836226206,0.01587078606460846,1.3372053807000484,0.9035690115440912
frozenset({'SPOTTY BUNTING'}),frozenset({'PARTY BUNTING'}),0.04451737451737452,0.06586872586872587,0.018803088803088803,0.42237640936686904,6.412396836226206,0.01587078606460846,1.6171972358458846,0.8833777292317347
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.043243243243243246,0.030926640926640925,0.023706563706563707,0.5482142857142857,17.726279650436954,0.022369195450276533,2.144984510201901,0.9862345644932738
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.030926640926640925,0.043243243243243246,0.023706563706563707,0.766541822721598,17.726279650436954,0.022369195450276533,4.098193380546322,0.973699848923994
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.029111969111969112,0.08888030888030889,0.019305019305019305,0.6631299734748011,7.460932368808578,0.01671753849823348,2.7046623901742013,0.8919344627376123
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.08888030888030889,0.029111969111969112,0.019305019305019305,0.21720243266724584,7.460932368808577,0.01671753849823348,1.2402798263619572,0.9504442749385541
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.02833976833976834,0.04054054054054054,0.01891891891891892,0.6675749318801091,16.466848319709356,0.017770009391631016,2.886242800177227,0.966667045106209
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.04054054054054054,0.02833976833976834,0.01891891891891892,0.4666666666666667,16.466848319709356,0.017770009391631016,1.8218629343629342,0.9789594711123887
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03254826254826255,0.04054054054054054,0.019575289575289576,0.601423487544484,14.83511269276394,0.01825576541792758,2.407215250965251,0.9639678338122809
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04054054054054054,0.03254826254826255,0.019575289575289576,0.4828571428571428,14.835112692763937,0.01825576541792758,1.8707630282215917,0.9719976664722062
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.043243243243243246,0.08374517374517375,0.020733590733590733,0.4794642857142857,5.72527662517289,0.017112177814880516,1.7602151036113298,0.8626392702711233
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.08374517374517375,0.043243243243243246,0.020733590733590733,0.24757952973720607,5.72527662517289,0.017112177814880516,1.2715719395866454,0.9007711903130267
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.043166023166023165,0.03810810810810811,0.021042471042471044,0.48747763864042937,12.791966404039636,0.019397495565063136,1.8767803405499743,0.9634126278395314
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.03810810810810811,0.043166023166023165,0.021042471042471044,0.552178318135765,12.791966404039638,0.019397495565063136,2.136640577228813,0.958346716297486
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.023706563706563707,0.04081081081081081,0.021196911196911198,0.8941368078175896,21.909312509437626,0.020229427110508194,9.060648648648653,0.9775312141307451
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03027027027027027,0.030926640926640925,0.021196911196911198,0.7002551020408164,22.642455858747997,0.020260753417510175,3.2329936745255905,0.9856717290787143
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.024864864864864864,0.043243243243243246,0.021196911196911198,0.8524844720496895,19.71370341614907,0.020121673797349474,6.485803698435278,0.9734792951506266
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.043243243243243246,0.024864864864864864,0.021196911196911198,0.4901785714285714,19.71370341614907,0.020121673797349474,1.9126993894069197,0.9921788974303561
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER'})",0.030926640926640925,0.03027027027027027,0.021196911196911198,0.6853932584269663,22.642455858747994,0.020260753417510175,3.0823552123552123,0.986339342106896
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'PINK REGENCY TEACUP AND SAUCER'})",0.04081081081081081,0.023706563706563707,0.021196911196911198,0.5193945127719962,21.909312509437626,0.020229427110508194,2.0313822089806344,0.9949625359461426
